File,Simulation_Type,Average_Distance
FAM001460.fasta,WAG_sampling_seq_data2_root_0.2,6.8777
FAM001395.fasta,WAG_sampling_seq_data2_root_0.2,7.3254
FAM002889.fasta,WAG_sampling_seq_data2_root_0.2,7.1629
FAM003254.fasta,WAG_sampling_seq_data2_root_0.2,7.2120
FAM000162.fasta,WAG_sampling_seq_data2_root_0.2,7.4592
FAM003092.fasta,WAG_sampling_seq_data2_root_0.2,7.0391
FAM003436.fasta,WAG_sampling_seq_data2_root_0.2,6.9078
FAM003742.fasta,WAG_sampling_seq_data2_root_0.2,7.3295
FAM003984.fasta,WAG_sampling_seq_data2_root_0.2,7.7673
FAM002855.fasta,WAG_sampling_seq_data2_root_0.2,7.4695
FAM004005.fasta,WAG_sampling_seq_data2_root_0.2,4.9909
FAM004287.fasta,WAG_sampling_seq_data2_root_0.2,6.6340
FAM002486.fasta,WAG_sampling_seq_data2_root_0.2,6.8668
FAM003979.fasta,WAG_sampling_seq_data2_root_0.2,7.1084
FAM004568.fasta,WAG_sampling_seq_data2_root_0.2,7.1796
FAM004230.fasta,WAG_sampling_seq_data2_root_0.2,7.3494
FAM005630.fasta,WAG_sampling_seq_data2_root_0.2,7.4395
FAM003440.fasta,WAG_sampling_seq_data2_root_0.2,6.9286
FAM005791.fasta,WAG_sampling_seq_data2_root_0.2,7.2707
FAM006786.fasta,WAG_sampling_seq_data2_root_0.2,6.7734
FAM006991.fasta,WAG_sampling_seq_data2_root_0.2,7.6248
FAM006455.fasta,WAG_sampling_seq_data2_root_0.2,6.8310
FAM005368.fasta,WAG_sampling_seq_data2_root_0.2,7.2101
FAM006868.fasta,WAG_sampling_seq_data2_root_0.2,6.9412
FAM007266.fasta,WAG_sampling_seq_data2_root_0.2,6.6513
FAM007965.fasta,WAG_sampling_seq_data2_root_0.2,7.5348
FAM008137.fasta,WAG_sampling_seq_data2_root_0.2,6.6506
FAM007035.fasta,WAG_sampling_seq_data2_root_0.2,7.2717
