File,Simulation_Type,Average_Distance
FAM001395.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.2563
FAM001460.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9324
FAM002889.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9155
FAM003254.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5282
FAM003092.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9608
FAM000162.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7694
FAM003436.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6384
FAM003742.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7832
FAM002855.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8953
FAM003984.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.2010
FAM004005.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4291
FAM003979.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.0202
FAM002486.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8502
FAM004287.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6580
FAM004568.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8285
FAM004230.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.0486
FAM005630.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9726
FAM003440.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9421
FAM005791.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9244
FAM006786.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4995
FAM006455.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6404
FAM006991.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,5.9842
FAM005368.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.3392
FAM007266.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4530
FAM007965.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4914
FAM006868.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4517
FAM008137.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7729
FAM007035.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9910
FAM007551.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6301
FAM008280.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.0480
FAM008210.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8217
FAM008420.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.1783
FAM008956.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6828
FAM009320.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6268
FAM009650.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.5418
FAM009083.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.0352
FAM006259.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.3047
FAM009365.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.0178
FAM009714.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.2614
FAM010218.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9630
FAM009901.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.3824
FAM010916.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4822
FAM010324.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8694
FAM010199.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.0225
FAM008183.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9208
FAM010935.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5369
FAM011393.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4430
FAM011513.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7773
FAM011705.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8173
FAM011952.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.3396
FAM011841.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8379
FAM010908.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.4026
FAM011992.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4920
FAM012463.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.1561
FAM011968.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8067
FAM012556.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.1996
FAM012052.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7555
FAM012799.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7604
FAM012720.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.2287
FAM011182.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9420
FAM012802.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6272
FAM012882.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6067
FAM012865.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8176
FAM012140.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8363
FAM012910.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9000
FAM013161.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6844
FAM012607.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6656
FAM013137.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8723
FAM013064.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8424
FAM013190.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8063
FAM013698.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.0321
FAM013310.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6464
FAM013595.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8991
FAM013846.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4175
FAM013733.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8737
FAM013551.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7164
FAM014243.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.2158
FAM013215.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4466
FAM014058.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.0480
FAM014246.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.3207
FAM014203.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6190
FAM014269.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4814
FAM014261.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.2356
FAM014315.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7596
FAM014320.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.3729
FAM014456.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6173
FAM014263.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6312
FAM014364.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5699
FAM014482.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8813
FAM014518.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7876
FAM014513.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6989
FAM014428.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4164
FAM014562.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6634
FAM014552.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7789
FAM014575.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5883
FAM014601.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.0165
FAM014632.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9122
FAM014455.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5561
FAM014683.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,5.2229
FAM014698.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,4.1855
FAM014668.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4121
FAM014720.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.1154
FAM014702.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.3456
FAM014697.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5801
FAM014750.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4179
FAM014811.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8075
FAM014860.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4503
FAM014818.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.2769
FAM014882.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9050
FAM014813.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4505
FAM014886.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5341
FAM014897.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6482
FAM014900.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9411
FAM014677.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7928
FAM014909.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5670
FAM014923.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5432
FAM014723.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6122
FAM014922.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6074
FAM014929.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5904
FAM015039.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5071
FAM015052.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,5.0737
FAM014911.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6750
FAM015061.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6254
FAM015083.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4367
FAM015021.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9193
FAM015005.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6086
FAM015105.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8004
FAM015096.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8332
FAM014907.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5867
FAM015171.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7616
FAM015133.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5845
FAM015234.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4865
FAM015204.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4607
FAM015251.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.3454
FAM015231.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9137
FAM015247.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5473
FAM015279.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.2628
FAM015306.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7094
FAM015178.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4857
FAM015327.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7534
FAM015331.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6727
FAM015403.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5897
FAM015269.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7220
FAM015361.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8809
FAM015397.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5433
FAM015447.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5578
FAM015462.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6806
FAM015510.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,5.2397
FAM015526.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,5.8804
FAM015471.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4313
FAM015555.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4649
FAM015440.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5657
FAM015557.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6088
FAM015584.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6664
FAM015675.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7522
FAM015650.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.0706
FAM015627.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.3951
FAM015595.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8029
FAM015586.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5857
FAM015696.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4695
FAM015707.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,3.2595
FAM015706.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5284
FAM015734.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,4.6513
FAM015713.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8093
FAM015735.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5327
FAM015778.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4342
FAM015709.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5759
FAM015785.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,5.7353
FAM015801.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.2169
FAM015721.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7415
FAM015809.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7467
FAM015812.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5201
FAM015805.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5361
FAM015821.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8713
FAM015816.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5146
FAM015829.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4902
FAM015826.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9623
FAM015851.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5892
FAM015854.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5514
FAM015823.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.9528
FAM015815.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.3578
FAM015855.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6234
FAM015865.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.8617
FAM015878.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7742
FAM015873.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.5952
FAM015890.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7297
FAM015892.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.1357
FAM015926.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6044
FAM015904.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.6301
FAM015937.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.7335
FAM015981.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,5.6459
FAM015950.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.2842
FAM015966.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,6.4631
FAM015985.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,5.9279
FAM015853.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.05,7.0284
