File,Simulation_Type,Average_Distance
FAM001460.fasta,WAG_sampling_seq_data2_root_0.05,6.9235
FAM001395.fasta,WAG_sampling_seq_data2_root_0.05,8.2942
FAM002889.fasta,WAG_sampling_seq_data2_root_0.05,5.9742
FAM003254.fasta,WAG_sampling_seq_data2_root_0.05,7.5438
FAM003092.fasta,WAG_sampling_seq_data2_root_0.05,7.4694
FAM000162.fasta,WAG_sampling_seq_data2_root_0.05,6.9724
FAM003436.fasta,WAG_sampling_seq_data2_root_0.05,7.2137
FAM003742.fasta,WAG_sampling_seq_data2_root_0.05,6.9382
FAM003984.fasta,WAG_sampling_seq_data2_root_0.05,6.8815
FAM004005.fasta,WAG_sampling_seq_data2_root_0.05,7.2596
FAM002855.fasta,WAG_sampling_seq_data2_root_0.05,7.1742
FAM004230.fasta,WAG_sampling_seq_data2_root_0.05,7.3760
FAM003979.fasta,WAG_sampling_seq_data2_root_0.05,7.0281
FAM004287.fasta,WAG_sampling_seq_data2_root_0.05,6.2253
FAM004568.fasta,WAG_sampling_seq_data2_root_0.05,7.1790
FAM002486.fasta,WAG_sampling_seq_data2_root_0.05,6.7983
FAM005630.fasta,WAG_sampling_seq_data2_root_0.05,7.0853
FAM005791.fasta,WAG_sampling_seq_data2_root_0.05,7.7314
FAM006786.fasta,WAG_sampling_seq_data2_root_0.05,6.5409
FAM003440.fasta,WAG_sampling_seq_data2_root_0.05,7.1121
FAM006455.fasta,WAG_sampling_seq_data2_root_0.05,7.4451
FAM006991.fasta,WAG_sampling_seq_data2_root_0.05,7.5226
FAM007266.fasta,WAG_sampling_seq_data2_root_0.05,7.2668
FAM007035.fasta,WAG_sampling_seq_data2_root_0.05,7.2947
FAM007965.fasta,WAG_sampling_seq_data2_root_0.05,6.8093
FAM006868.fasta,WAG_sampling_seq_data2_root_0.05,6.7583
FAM005368.fasta,WAG_sampling_seq_data2_root_0.05,7.4180
FAM007551.fasta,WAG_sampling_seq_data2_root_0.05,7.2462
FAM008137.fasta,WAG_sampling_seq_data2_root_0.05,6.6062
FAM008210.fasta,WAG_sampling_seq_data2_root_0.05,6.9237
FAM008280.fasta,WAG_sampling_seq_data2_root_0.05,6.7629
FAM008956.fasta,WAG_sampling_seq_data2_root_0.05,6.7537
FAM008420.fasta,WAG_sampling_seq_data2_root_0.05,7.0259
FAM009320.fasta,WAG_sampling_seq_data2_root_0.05,6.5414
FAM009650.fasta,WAG_sampling_seq_data2_root_0.05,8.4676
FAM009714.fasta,WAG_sampling_seq_data2_root_0.05,6.4639
FAM009365.fasta,WAG_sampling_seq_data2_root_0.05,7.1404
FAM009083.fasta,WAG_sampling_seq_data2_root_0.05,7.3248
FAM010218.fasta,WAG_sampling_seq_data2_root_0.05,6.8184
FAM006259.fasta,WAG_sampling_seq_data2_root_0.05,7.7480
FAM009901.fasta,WAG_sampling_seq_data2_root_0.05,6.6304
FAM010916.fasta,WAG_sampling_seq_data2_root_0.05,6.4141
FAM010199.fasta,WAG_sampling_seq_data2_root_0.05,7.2357
FAM008183.fasta,WAG_sampling_seq_data2_root_0.05,7.3575
FAM010324.fasta,WAG_sampling_seq_data2_root_0.05,7.6389
FAM010935.fasta,WAG_sampling_seq_data2_root_0.05,6.7726
FAM011393.fasta,WAG_sampling_seq_data2_root_0.05,6.6434
