File,Simulation_Type,Average_Distance
FAM001460.fasta,WAG_sampling_seq_root_0.5,1.3038
FAM001395.fasta,WAG_sampling_seq_root_0.5,2.1696
FAM002889.fasta,WAG_sampling_seq_root_0.5,2.1290
FAM003092.fasta,WAG_sampling_seq_root_0.5,1.5607
FAM003254.fasta,WAG_sampling_seq_root_0.5,2.2914
FAM000162.fasta,WAG_sampling_seq_root_0.5,1.5508
FAM003436.fasta,WAG_sampling_seq_root_0.5,1.8055
FAM003742.fasta,WAG_sampling_seq_root_0.5,1.7331
FAM003984.fasta,WAG_sampling_seq_root_0.5,1.8162
FAM002855.fasta,WAG_sampling_seq_root_0.5,1.6724
FAM004005.fasta,WAG_sampling_seq_root_0.5,1.7455
FAM004287.fasta,WAG_sampling_seq_root_0.5,0.7690
FAM002486.fasta,WAG_sampling_seq_root_0.5,1.7593
FAM004568.fasta,WAG_sampling_seq_root_0.5,2.0338
FAM003979.fasta,WAG_sampling_seq_root_0.5,1.7868
FAM004230.fasta,WAG_sampling_seq_root_0.5,1.8629
FAM005630.fasta,WAG_sampling_seq_root_0.5,1.7626
FAM003440.fasta,WAG_sampling_seq_root_0.5,1.4771
FAM006786.fasta,WAG_sampling_seq_root_0.5,1.1358
FAM005791.fasta,WAG_sampling_seq_root_0.5,1.9895
FAM006868.fasta,WAG_sampling_seq_root_0.5,1.2920
FAM005368.fasta,WAG_sampling_seq_root_0.5,2.1667
FAM006991.fasta,WAG_sampling_seq_root_0.5,1.6533
FAM007266.fasta,WAG_sampling_seq_root_0.5,0.7961
FAM006455.fasta,WAG_sampling_seq_root_0.5,2.0161
FAM008137.fasta,WAG_sampling_seq_root_0.5,1.4462
FAM007551.fasta,WAG_sampling_seq_root_0.5,1.2146
FAM007965.fasta,WAG_sampling_seq_root_0.5,0.9419
FAM007035.fasta,WAG_sampling_seq_root_0.5,1.5776
FAM008280.fasta,WAG_sampling_seq_root_0.5,2.2718
FAM008956.fasta,WAG_sampling_seq_root_0.5,1.3709
FAM008210.fasta,WAG_sampling_seq_root_0.5,1.3825
FAM009320.fasta,WAG_sampling_seq_root_0.5,1.1750
FAM008420.fasta,WAG_sampling_seq_root_0.5,1.5996
FAM009650.fasta,WAG_sampling_seq_root_0.5,0.4732
FAM009365.fasta,WAG_sampling_seq_root_0.5,1.7412
FAM009083.fasta,WAG_sampling_seq_root_0.5,1.7455
FAM009714.fasta,WAG_sampling_seq_root_0.5,0.7695
FAM010218.fasta,WAG_sampling_seq_root_0.5,1.7857
FAM006259.fasta,WAG_sampling_seq_root_0.5,1.9050
FAM009901.fasta,WAG_sampling_seq_root_0.5,1.5194
FAM010916.fasta,WAG_sampling_seq_root_0.5,1.2353
FAM010199.fasta,WAG_sampling_seq_root_0.5,1.7732
FAM010324.fasta,WAG_sampling_seq_root_0.5,2.0267
FAM010935.fasta,WAG_sampling_seq_root_0.5,2.1078
FAM008183.fasta,WAG_sampling_seq_root_0.5,2.3101
FAM011393.fasta,WAG_sampling_seq_root_0.5,1.1007
FAM011513.fasta,WAG_sampling_seq_root_0.5,1.7044
FAM011705.fasta,WAG_sampling_seq_root_0.5,1.7505
FAM011841.fasta,WAG_sampling_seq_root_0.5,0.8616
FAM011952.fasta,WAG_sampling_seq_root_0.5,1.3922
FAM010908.fasta,WAG_sampling_seq_root_0.5,1.9964
FAM011992.fasta,WAG_sampling_seq_root_0.5,1.4504
FAM011182.fasta,WAG_sampling_seq_root_0.5,2.0902
FAM012463.fasta,WAG_sampling_seq_root_0.5,2.2338
FAM012556.fasta,WAG_sampling_seq_root_0.5,1.9987
FAM012052.fasta,WAG_sampling_seq_root_0.5,1.6248
FAM011968.fasta,WAG_sampling_seq_root_0.5,2.1115
FAM012802.fasta,WAG_sampling_seq_root_0.5,0.9457
FAM012720.fasta,WAG_sampling_seq_root_0.5,2.4855
FAM012607.fasta,WAG_sampling_seq_root_0.5,1.5178
FAM012799.fasta,WAG_sampling_seq_root_0.5,1.5857
FAM012140.fasta,WAG_sampling_seq_root_0.5,1.5851
FAM012882.fasta,WAG_sampling_seq_root_0.5,1.3768
FAM012865.fasta,WAG_sampling_seq_root_0.5,1.8326
FAM013161.fasta,WAG_sampling_seq_root_0.5,0.8608
FAM013137.fasta,WAG_sampling_seq_root_0.5,1.5791
FAM012910.fasta,WAG_sampling_seq_root_0.5,1.5679
FAM013064.fasta,WAG_sampling_seq_root_0.5,1.4022
FAM013190.fasta,WAG_sampling_seq_root_0.5,1.5890
FAM013310.fasta,WAG_sampling_seq_root_0.5,1.5717
FAM013595.fasta,WAG_sampling_seq_root_0.5,1.3456
FAM013698.fasta,WAG_sampling_seq_root_0.5,1.6876
