File,Simulation_Type,Average_Distance
FAM001395.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,1.0125
FAM001460.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.5250
FAM002889.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.8379
FAM003254.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.9917
FAM003092.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6981
FAM003436.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7977
FAM000162.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.8501
FAM003742.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7667
FAM003984.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7493
FAM002486.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6756
FAM002855.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7251
FAM003979.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7808
FAM004005.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6800
FAM004287.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6327
FAM004568.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.9767
FAM004230.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7433
FAM005630.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6922
FAM005791.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.5767
FAM006786.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6538
FAM006455.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7534
FAM005368.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6968
FAM006991.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.8738
FAM003440.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6256
FAM007266.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.5505
FAM007551.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6191
FAM006868.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6499
FAM007965.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6840
FAM007035.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7985
FAM008137.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7183
FAM008420.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7903
FAM008280.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7561
FAM008210.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7709
FAM008956.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7338
FAM009320.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.5955
FAM009650.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.5369
FAM009083.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.8275
FAM009714.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.5621
FAM009365.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7897
FAM010218.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6711
FAM010199.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7648
FAM009901.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6125
FAM010916.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.5674
FAM010324.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6991
FAM006259.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6420
FAM010935.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7611
FAM011393.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6990
FAM011513.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6637
FAM011705.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6385
FAM008183.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7132
FAM011952.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6869
FAM010908.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6495
FAM011841.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6637
FAM011992.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.8113
FAM012463.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6687
FAM011968.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7403
FAM012556.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6781
FAM012052.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7058
FAM012720.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.8719
FAM011182.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6659
FAM012802.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.5998
FAM012882.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7992
FAM012799.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.6756
FAM012910.fasta,WAG_frequencies_posterior_extra_length_ext_0.5,0.7388
