File,Simulation_Type,Average_Distance
FAM001460.fasta,WAG_sampling_seq_data2_root_0.1,6.6294
FAM001395.fasta,WAG_sampling_seq_data2_root_0.1,7.2928
FAM002889.fasta,WAG_sampling_seq_data2_root_0.1,6.9693
FAM003092.fasta,WAG_sampling_seq_data2_root_0.1,7.0879
FAM000162.fasta,WAG_sampling_seq_data2_root_0.1,7.6562
FAM003254.fasta,WAG_sampling_seq_data2_root_0.1,7.8012
FAM003436.fasta,WAG_sampling_seq_data2_root_0.1,7.0193
FAM003742.fasta,WAG_sampling_seq_data2_root_0.1,7.1581
FAM002855.fasta,WAG_sampling_seq_data2_root_0.1,7.4307
FAM003984.fasta,WAG_sampling_seq_data2_root_0.1,7.6620
FAM004005.fasta,WAG_sampling_seq_data2_root_0.1,7.6083
FAM004287.fasta,WAG_sampling_seq_data2_root_0.1,6.5206
FAM002486.fasta,WAG_sampling_seq_data2_root_0.1,6.8993
FAM004568.fasta,WAG_sampling_seq_data2_root_0.1,7.6392
FAM003979.fasta,WAG_sampling_seq_data2_root_0.1,7.1773
FAM004230.fasta,WAG_sampling_seq_data2_root_0.1,7.4720
FAM005630.fasta,WAG_sampling_seq_data2_root_0.1,7.2785
FAM005791.fasta,WAG_sampling_seq_data2_root_0.1,7.5938
FAM006786.fasta,WAG_sampling_seq_data2_root_0.1,6.8459
FAM003440.fasta,WAG_sampling_seq_data2_root_0.1,6.6206
FAM006455.fasta,WAG_sampling_seq_data2_root_0.1,7.3118
FAM006991.fasta,WAG_sampling_seq_data2_root_0.1,6.1757
FAM005368.fasta,WAG_sampling_seq_data2_root_0.1,7.8213
FAM007266.fasta,WAG_sampling_seq_data2_root_0.1,5.8721
FAM007965.fasta,WAG_sampling_seq_data2_root_0.1,6.7441
FAM006868.fasta,WAG_sampling_seq_data2_root_0.1,6.7710
FAM007551.fasta,WAG_sampling_seq_data2_root_0.1,8.4809
FAM008137.fasta,WAG_sampling_seq_data2_root_0.1,7.0133
FAM007035.fasta,WAG_sampling_seq_data2_root_0.1,7.5344
FAM008210.fasta,WAG_sampling_seq_data2_root_0.1,7.0848
FAM008420.fasta,WAG_sampling_seq_data2_root_0.1,7.1719
FAM008280.fasta,WAG_sampling_seq_data2_root_0.1,7.1436
FAM008956.fasta,WAG_sampling_seq_data2_root_0.1,6.7651
FAM009320.fasta,WAG_sampling_seq_data2_root_0.1,5.7469
FAM009650.fasta,WAG_sampling_seq_data2_root_0.1,6.6184
FAM009714.fasta,WAG_sampling_seq_data2_root_0.1,7.0346
FAM009083.fasta,WAG_sampling_seq_data2_root_0.1,7.0797
FAM006259.fasta,WAG_sampling_seq_data2_root_0.1,7.2880
FAM009365.fasta,WAG_sampling_seq_data2_root_0.1,6.9831
FAM010218.fasta,WAG_sampling_seq_data2_root_0.1,6.9403
FAM009901.fasta,WAG_sampling_seq_data2_root_0.1,6.6218
FAM010199.fasta,WAG_sampling_seq_data2_root_0.1,7.5027
FAM010916.fasta,WAG_sampling_seq_data2_root_0.1,6.7615
FAM010324.fasta,WAG_sampling_seq_data2_root_0.1,6.9640
FAM008183.fasta,WAG_sampling_seq_data2_root_0.1,7.5425
FAM011393.fasta,WAG_sampling_seq_data2_root_0.1,6.8786
FAM010935.fasta,WAG_sampling_seq_data2_root_0.1,7.1999
FAM011513.fasta,WAG_sampling_seq_data2_root_0.1,6.8310
FAM011705.fasta,WAG_sampling_seq_data2_root_0.1,6.8953
FAM011952.fasta,WAG_sampling_seq_data2_root_0.1,7.2809
FAM010908.fasta,WAG_sampling_seq_data2_root_0.1,6.9979
FAM011841.fasta,WAG_sampling_seq_data2_root_0.1,6.6129
FAM011992.fasta,WAG_sampling_seq_data2_root_0.1,6.9731
FAM012463.fasta,WAG_sampling_seq_data2_root_0.1,7.1712
FAM012052.fasta,WAG_sampling_seq_data2_root_0.1,7.3768
FAM011182.fasta,WAG_sampling_seq_data2_root_0.1,7.2433
FAM012556.fasta,WAG_sampling_seq_data2_root_0.1,7.1231
FAM011968.fasta,WAG_sampling_seq_data2_root_0.1,7.1439
FAM012802.fasta,WAG_sampling_seq_data2_root_0.1,6.5089
FAM012720.fasta,WAG_sampling_seq_data2_root_0.1,7.5079
FAM012140.fasta,WAG_sampling_seq_data2_root_0.1,7.2961
FAM012799.fasta,WAG_sampling_seq_data2_root_0.1,7.0774
FAM012882.fasta,WAG_sampling_seq_data2_root_0.1,7.3635
FAM013137.fasta,WAG_sampling_seq_data2_root_0.1,6.8321
FAM013161.fasta,WAG_sampling_seq_data2_root_0.1,6.5376
FAM012865.fasta,WAG_sampling_seq_data2_root_0.1,6.8537
FAM012910.fasta,WAG_sampling_seq_data2_root_0.1,6.9749
FAM012607.fasta,WAG_sampling_seq_data2_root_0.1,6.8626
FAM013064.fasta,WAG_sampling_seq_data2_root_0.1,6.7254
FAM013190.fasta,WAG_sampling_seq_data2_root_0.1,6.9981
FAM013595.fasta,WAG_sampling_seq_data2_root_0.1,6.9162
FAM013310.fasta,WAG_sampling_seq_data2_root_0.1,7.1398
FAM013215.fasta,WAG_sampling_seq_data2_root_0.1,7.1658
FAM013698.fasta,WAG_sampling_seq_data2_root_0.1,7.0574
FAM013846.fasta,WAG_sampling_seq_data2_root_0.1,6.6905
FAM014243.fasta,WAG_sampling_seq_data2_root_0.1,6.9519
FAM014058.fasta,WAG_sampling_seq_data2_root_0.1,6.6675
FAM014246.fasta,WAG_sampling_seq_data2_root_0.1,5.5635
FAM013551.fasta,WAG_sampling_seq_data2_root_0.1,7.5925
FAM013733.fasta,WAG_sampling_seq_data2_root_0.1,6.9080
FAM014203.fasta,WAG_sampling_seq_data2_root_0.1,7.1739
FAM014261.fasta,WAG_sampling_seq_data2_root_0.1,6.6892
FAM014269.fasta,WAG_sampling_seq_data2_root_0.1,6.7147
FAM014320.fasta,WAG_sampling_seq_data2_root_0.1,6.5261
