File,Simulation_Type,Average_Distance
FAM001395.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.7513
FAM001460.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.5174
FAM002889.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.6187
FAM003092.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.7367
FAM003254.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.9545
FAM000162.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,7.0931
FAM003436.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.7284
FAM003742.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.9706
FAM002855.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.8869
FAM004005.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.1386
FAM003984.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.6735
FAM002486.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,7.0505
FAM004568.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.9888
FAM004287.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.8115
FAM003979.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.9104
FAM004230.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,7.1093
FAM005630.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,7.8145
FAM005791.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,7.1532
FAM006786.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.4510
FAM003440.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.7906
FAM005368.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,7.4360
FAM006991.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,7.0167
FAM006455.fasta,WAG_frequencies_posterior_extra_length_data2_ext_0.2,6.7732
