File,Simulation_Type,Average_Distance
FAM001460.fasta,WAG_sampling_seq_root_0.2,0.6206
FAM001395.fasta,WAG_sampling_seq_root_0.2,1.6012
FAM002889.fasta,WAG_sampling_seq_root_0.2,1.3730
FAM003092.fasta,WAG_sampling_seq_root_0.2,1.4098
FAM000162.fasta,WAG_sampling_seq_root_0.2,1.3691
FAM003254.fasta,WAG_sampling_seq_root_0.2,2.0509
FAM003436.fasta,WAG_sampling_seq_root_0.2,1.4147
FAM003742.fasta,WAG_sampling_seq_root_0.2,1.2835
FAM003984.fasta,WAG_sampling_seq_root_0.2,1.6909
FAM004005.fasta,WAG_sampling_seq_root_0.2,1.1818
FAM002855.fasta,WAG_sampling_seq_root_0.2,1.3213
FAM004287.fasta,WAG_sampling_seq_root_0.2,0.8165
FAM004568.fasta,WAG_sampling_seq_root_0.2,1.9623
FAM003979.fasta,WAG_sampling_seq_root_0.2,1.4108
FAM002486.fasta,WAG_sampling_seq_root_0.2,1.2681
FAM004230.fasta,WAG_sampling_seq_root_0.2,1.5288
FAM005630.fasta,WAG_sampling_seq_root_0.2,1.5821
FAM005368.fasta,WAG_sampling_seq_root_0.2,1.7179
FAM006786.fasta,WAG_sampling_seq_root_0.2,0.6808
FAM003440.fasta,WAG_sampling_seq_root_0.2,1.1381
FAM005791.fasta,WAG_sampling_seq_root_0.2,1.6023
FAM006991.fasta,WAG_sampling_seq_root_0.2,1.3609
FAM007035.fasta,WAG_sampling_seq_root_0.2,1.3335
FAM007266.fasta,WAG_sampling_seq_root_0.2,0.4844
FAM006455.fasta,WAG_sampling_seq_root_0.2,1.6395
FAM007965.fasta,WAG_sampling_seq_root_0.2,0.5702
FAM006868.fasta,WAG_sampling_seq_root_0.2,1.2388
FAM008137.fasta,WAG_sampling_seq_root_0.2,1.1325
FAM007551.fasta,WAG_sampling_seq_root_0.2,0.8625
FAM008210.fasta,WAG_sampling_seq_root_0.2,1.1539
FAM008280.fasta,WAG_sampling_seq_root_0.2,1.8351
FAM008956.fasta,WAG_sampling_seq_root_0.2,1.1225
FAM008420.fasta,WAG_sampling_seq_root_0.2,1.2417
FAM009320.fasta,WAG_sampling_seq_root_0.2,0.6931
FAM009650.fasta,WAG_sampling_seq_root_0.2,0.2348
FAM009714.fasta,WAG_sampling_seq_root_0.2,0.4747
FAM009083.fasta,WAG_sampling_seq_root_0.2,1.7856
FAM009365.fasta,WAG_sampling_seq_root_0.2,1.0402
FAM006259.fasta,WAG_sampling_seq_root_0.2,1.5147
FAM010218.fasta,WAG_sampling_seq_root_0.2,1.4453
FAM009901.fasta,WAG_sampling_seq_root_0.2,0.8957
FAM010199.fasta,WAG_sampling_seq_root_0.2,1.6117
FAM010916.fasta,WAG_sampling_seq_root_0.2,0.7764
FAM010935.fasta,WAG_sampling_seq_root_0.2,1.3190
FAM010324.fasta,WAG_sampling_seq_root_0.2,1.6802
FAM008183.fasta,WAG_sampling_seq_root_0.2,1.8294
FAM011393.fasta,WAG_sampling_seq_root_0.2,0.6860
FAM011513.fasta,WAG_sampling_seq_root_0.2,1.2466
FAM011705.fasta,WAG_sampling_seq_root_0.2,0.9489
FAM011841.fasta,WAG_sampling_seq_root_0.2,0.5746
FAM011952.fasta,WAG_sampling_seq_root_0.2,1.0276
FAM011992.fasta,WAG_sampling_seq_root_0.2,1.0838
FAM010908.fasta,WAG_sampling_seq_root_0.2,1.4992
FAM011182.fasta,WAG_sampling_seq_root_0.2,1.6537
FAM012463.fasta,WAG_sampling_seq_root_0.2,1.8953
FAM011968.fasta,WAG_sampling_seq_root_0.2,1.6503
FAM012556.fasta,WAG_sampling_seq_root_0.2,1.8265
FAM012052.fasta,WAG_sampling_seq_root_0.2,1.0593
FAM012799.fasta,WAG_sampling_seq_root_0.2,1.1421
FAM012802.fasta,WAG_sampling_seq_root_0.2,0.5645
FAM012720.fasta,WAG_sampling_seq_root_0.2,1.8306
FAM012140.fasta,WAG_sampling_seq_root_0.2,1.2356
FAM012882.fasta,WAG_sampling_seq_root_0.2,1.1001
FAM012865.fasta,WAG_sampling_seq_root_0.2,1.4969
FAM012910.fasta,WAG_sampling_seq_root_0.2,1.1455
FAM013137.fasta,WAG_sampling_seq_root_0.2,0.9763
FAM013161.fasta,WAG_sampling_seq_root_0.2,0.7108
FAM012607.fasta,WAG_sampling_seq_root_0.2,0.9513
FAM013064.fasta,WAG_sampling_seq_root_0.2,0.9612
FAM013190.fasta,WAG_sampling_seq_root_0.2,1.1943
FAM013310.fasta,WAG_sampling_seq_root_0.2,1.1044
FAM013595.fasta,WAG_sampling_seq_root_0.2,0.8713
FAM013698.fasta,WAG_sampling_seq_root_0.2,1.0581
FAM013846.fasta,WAG_sampling_seq_root_0.2,0.7166
FAM013733.fasta,WAG_sampling_seq_root_0.2,0.5644
FAM014058.fasta,WAG_sampling_seq_root_0.2,0.8292
FAM013215.fasta,WAG_sampling_seq_root_0.2,1.3687
FAM014243.fasta,WAG_sampling_seq_root_0.2,0.4886
FAM014246.fasta,WAG_sampling_seq_root_0.2,0.4216
FAM014203.fasta,WAG_sampling_seq_root_0.2,1.0661
