File,Simulation_Type,Average_Distance
FAM001460.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1914
FAM001395.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.4364
FAM002889.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.3247
FAM003254.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.3356
FAM003092.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2084
FAM000162.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.3626
FAM003436.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2943
FAM003742.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.3232
FAM003984.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2927
FAM004005.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2155
FAM003979.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2858
FAM002855.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2589
FAM004287.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1316
FAM004568.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.3388
FAM002486.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1974
FAM004230.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2578
FAM005630.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1861
FAM005791.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1560
FAM003440.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1562
FAM006786.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1437
FAM006455.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2822
FAM006991.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.3403
FAM005368.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2207
FAM007266.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1341
FAM007965.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1357
FAM008137.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.2083
FAM007035.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.3404
FAM006868.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1491
FAM007551.fasta,WAG_frequencies_posterior_extra_length_ext_0.1,0.1903
