File,Simulation_Type,Average_Distance
FAM001460.fasta,WAG_sampling_seq_root_0.1,0.5908
FAM001395.fasta,WAG_sampling_seq_root_0.1,1.6895
FAM002889.fasta,WAG_sampling_seq_root_0.1,1.6287
FAM003092.fasta,WAG_sampling_seq_root_0.1,1.4787
FAM003254.fasta,WAG_sampling_seq_root_0.1,1.6973
FAM000162.fasta,WAG_sampling_seq_root_0.1,1.1915
FAM003436.fasta,WAG_sampling_seq_root_0.1,1.1554
FAM003742.fasta,WAG_sampling_seq_root_0.1,1.1387
FAM002486.fasta,WAG_sampling_seq_root_0.1,1.0979
FAM003984.fasta,WAG_sampling_seq_root_0.1,1.4152
FAM004005.fasta,WAG_sampling_seq_root_0.1,1.3236
FAM002855.fasta,WAG_sampling_seq_root_0.1,1.1863
FAM003979.fasta,WAG_sampling_seq_root_0.1,1.2607
FAM004287.fasta,WAG_sampling_seq_root_0.1,0.5868
FAM004568.fasta,WAG_sampling_seq_root_0.1,1.5852
FAM004230.fasta,WAG_sampling_seq_root_0.1,1.2832
FAM005630.fasta,WAG_sampling_seq_root_0.1,1.5340
FAM003440.fasta,WAG_sampling_seq_root_0.1,0.9762
FAM006786.fasta,WAG_sampling_seq_root_0.1,0.7948
FAM005791.fasta,WAG_sampling_seq_root_0.1,1.6590
FAM006991.fasta,WAG_sampling_seq_root_0.1,1.3531
FAM006868.fasta,WAG_sampling_seq_root_0.1,1.0214
FAM006455.fasta,WAG_sampling_seq_root_0.1,1.5768
FAM005368.fasta,WAG_sampling_seq_root_0.1,1.6339
FAM007266.fasta,WAG_sampling_seq_root_0.1,0.3864
FAM007035.fasta,WAG_sampling_seq_root_0.1,1.3460
FAM008137.fasta,WAG_sampling_seq_root_0.1,0.8756
FAM007965.fasta,WAG_sampling_seq_root_0.1,0.6017
FAM007551.fasta,WAG_sampling_seq_root_0.1,0.6155
FAM008280.fasta,WAG_sampling_seq_root_0.1,1.5425
FAM008210.fasta,WAG_sampling_seq_root_0.1,1.1153
FAM008956.fasta,WAG_sampling_seq_root_0.1,0.9914
FAM008420.fasta,WAG_sampling_seq_root_0.1,1.2690
FAM009320.fasta,WAG_sampling_seq_root_0.1,0.5396
FAM009650.fasta,WAG_sampling_seq_root_0.1,0.1679
FAM009714.fasta,WAG_sampling_seq_root_0.1,0.3389
FAM009083.fasta,WAG_sampling_seq_root_0.1,1.4046
FAM009365.fasta,WAG_sampling_seq_root_0.1,0.9439
FAM010218.fasta,WAG_sampling_seq_root_0.1,1.3139
FAM006259.fasta,WAG_sampling_seq_root_0.1,1.4035
FAM009901.fasta,WAG_sampling_seq_root_0.1,0.8626
FAM010199.fasta,WAG_sampling_seq_root_0.1,1.3413
FAM010916.fasta,WAG_sampling_seq_root_0.1,0.7018
FAM008183.fasta,WAG_sampling_seq_root_0.1,1.6966
FAM010324.fasta,WAG_sampling_seq_root_0.1,1.2941
FAM010935.fasta,WAG_sampling_seq_root_0.1,1.2481
FAM011393.fasta,WAG_sampling_seq_root_0.1,0.7157
FAM011513.fasta,WAG_sampling_seq_root_0.1,1.3407
FAM011705.fasta,WAG_sampling_seq_root_0.1,1.1282
FAM011841.fasta,WAG_sampling_seq_root_0.1,0.4228
FAM011992.fasta,WAG_sampling_seq_root_0.1,0.7087
FAM011952.fasta,WAG_sampling_seq_root_0.1,0.9787
FAM010908.fasta,WAG_sampling_seq_root_0.1,1.2274
FAM012463.fasta,WAG_sampling_seq_root_0.1,1.7950
FAM012052.fasta,WAG_sampling_seq_root_0.1,0.9846
FAM011968.fasta,WAG_sampling_seq_root_0.1,1.5922
FAM011182.fasta,WAG_sampling_seq_root_0.1,1.3991
FAM012556.fasta,WAG_sampling_seq_root_0.1,1.3720
FAM012720.fasta,WAG_sampling_seq_root_0.1,1.9482
FAM012802.fasta,WAG_sampling_seq_root_0.1,0.5869
FAM012140.fasta,WAG_sampling_seq_root_0.1,1.1864
FAM012799.fasta,WAG_sampling_seq_root_0.1,0.9359
FAM012882.fasta,WAG_sampling_seq_root_0.1,0.9329
FAM013137.fasta,WAG_sampling_seq_root_0.1,0.8926
FAM012865.fasta,WAG_sampling_seq_root_0.1,1.4506
FAM013161.fasta,WAG_sampling_seq_root_0.1,0.5794
FAM012910.fasta,WAG_sampling_seq_root_0.1,1.1736
FAM013064.fasta,WAG_sampling_seq_root_0.1,0.8084
FAM012607.fasta,WAG_sampling_seq_root_0.1,0.7418
FAM013595.fasta,WAG_sampling_seq_root_0.1,0.7776
FAM013190.fasta,WAG_sampling_seq_root_0.1,0.9118
FAM013310.fasta,WAG_sampling_seq_root_0.1,1.2401
FAM013698.fasta,WAG_sampling_seq_root_0.1,1.0428
FAM013846.fasta,WAG_sampling_seq_root_0.1,0.5532
FAM013733.fasta,WAG_sampling_seq_root_0.1,0.4963
FAM014243.fasta,WAG_sampling_seq_root_0.1,0.4106
FAM014058.fasta,WAG_sampling_seq_root_0.1,0.7429
FAM013215.fasta,WAG_sampling_seq_root_0.1,1.3874
FAM014246.fasta,WAG_sampling_seq_root_0.1,0.5175
FAM014203.fasta,WAG_sampling_seq_root_0.1,1.0484
